Character	Stance	Type	Command	Move Name	Damage	Hit Range	Properties	Speed	Block Adv	Hit Adv	CH Adv	Alt Commands	Notes	Unmatched	UUID
Ling	Default		F,3					15	-15	KD	KD				93bccb6a-b165-4301-9b16-1dbb7602f811
Ling	Default		F,4					10	-7	+7	KD				923640d0-3d78-4239-bd1a-81771958329b
Ling	Default		d+1	Crouching Left Jab (Generic i17)				17	-7	+3	+3	FC 1			7caa9d95-1f1c-440b-99bd-967d94b52c54
Ling	Default		d+2	Crouching Right Jab (Generic i10)				10	-2	+9	+9	FC 2			15c6b2fa-158a-4f99-8199-9b5858a4f131
Ling	Default		d+3					16	-16	-5	-5	FC 3			db2cddf7-f482-42c5-b505-db9be478183c
Ling	Default		d+4					12	-8	+3	+3	FC 4			ec047e63-cbaa-4498-818d-1fabfc401780
Ling	Crouching		WS+1					10	-3	+8	+8				8ebdccf4-dd5a-438a-9399-83e9c3fd68db
Ling	Crouching		WS+2					14	-3	+8	KD				33fc887f-7aee-4c62-8b2e-170e2716edcd
Ling	Crouching		WS+3					16	-16	KD	KD				9798e457-b0e9-4d84-9399-538183faf0bb
Ling	Crouching		WS+4					11	-11	KD	KD				56b3bb19-9a12-493f-bfc3-8d35122a9643
Ling	Default		df+1					14	-1	+10	+10				7009c91d-049b-46dc-b37b-46543aae9922
Ling	Default		df+2					14	-8	+24	+24				969a1353-90ff-4420-ae82-39b63274fb17
Ling	Default		df+3					14	-10	+6	+6				1f7bba9d-a8a4-4f82-913b-e1f3973972f7
Ling	Default		df+4					12	-4	+7	+7				e8f157a2-8fe1-44dc-b271-9541445ee92c
Ling	Default		1,2	Bayonet (Second)	4,7	h,h		8	0	+6	+5				9b175309-8211-4cd4-af63-f296910021a4
Ling	Default		1,d+2	Bayonet Mc Twist (Second)	4,10	h,m		8	-3	+8	+8				1d72d363-b5ed-4979-b93d-cb45522a42e8
Ling	Default		df+1	Belly Chop	10	m		14	-1	+10	+10				b4967595-b87c-46ae-b96e-c796b81165d2
Ling	Default		DF+1	Alternate Belly Chop	10	m		14	-3	+8	+8				7cf0f827-4ea2-4d56-a737-92a94cca22be
Ling	Default		db+1	Storming Flower	25	m		18	-8	KD	KD		On a counter hit Ling will do an automatic 1+3+4 taunt.		c03eb11f-3e0f-4e67-b69f-d2bbe5f074d2
Ling	Default		u+1	Single Fan	5	m		16	-3	-3	+8				309e8169-8fbf-42b8-a753-61e568199002
Ling	Default		U+1	Alternate Single Fan	5	m		16	-10	-10	+1				7d298154-06eb-4be0-8423-199a1f3fd8c0
Ling	Default		b+1	Great Wall	10	m		6	-14	+1	+1	b+2			47089267-64c4-4b12-9274-c92ae0ac73dc
Ling	Default		B+1					6	-14	-3	-3	B+2		TRUE	297f7f23-a5d4-41bf-b5af-0da5ffc3689f
Ling	Default		d+1	Flappng Wings	7,7,7	m,M,M	RC	17	-7	+3	+3				a71bf9e2-4522-4397-9254-d47536c54508
Ling	Default		D+1	Alternate Flapping Wings	7,7,7	m,M,M		17	-7	+3	+3				a385807a-5835-4920-96bf-514a2ea77e5b
Ling	Default		f+1+2	Cartwheel Dodge	-	-									b138832a-e720-455a-9f5a-cbf1cabd5511
Ling	Default		u+1+2	Double Fan	5,8	m,m	RC GB	15	-2	-6	-6				f5928381-094e-4c8d-8833-a5035aa9aae9
Ling	Default		u+1+2,2	Double Fan > Hydrangea	5,8,12	m,m,m		15	-4	+5	+5				a635c8d5-0260-4893-a4a8-f9844768f725
Ling	Default		u+1+2,2,1	Double Fan > Fortune Cookie (Second)	5,8,12,25	m,m,m,m		15	-7	KD	KD				b9c21584-fdbb-4b9d-994d-1cb65becfa17
Ling	Default		u+1+2,3+4	Double Fan > Ginger Snap	5,8,-	m,m,-		15	-6	+4	+4				618c53db-499b-490a-b252-a02468f104d0
Ling	Default		f,f+1+2	X Marks the Spot (First)	12	m	BNc GB	14	-2	+5	+6		Bounce will occur only when the last hit is a counter hit.		bf3cbb63-72ab-4334-bfbd-f271f018cc9f
Ling	Default		f,f+1+2,1+2	X Marks the Spot (Second)	12,27	m,m	BNc GB	14	-2	+3	KD		Bounce will occur only when the last hit is a counter hit.		bf3cbb63-72ab-4334-bfbd-f271f018cc9f
Ling	Default		1+2					20	-5	KD	KD			TRUE	949f68a6-efc6-4f6b-84dd-96283525d485
Ling	Default		2,1	April Shower > Belly Chop	8,10	h,m		10	-5	+6	+6				648173fb-4066-41f6-a58d-45cd1fcf2fb5
Ling	Default		2,DF+1	April Shower > Alternare Belly Chop	8,10	h,m		10	-3	+4	+4				f306dde6-4c60-48ed-a878-9ec1f096f17e
Ling	Crouching		WS+2	Sun Flower [tag]	12	m	JG	14	-3	+8	KD				b328a672-35de-4996-83cd-134d990477c1
Ling	Crouching		WS+2~F	Sun Flower	12	m	JG	14	-3	+8	KD				26d80f36-0d71-4124-a820-d8af971860b4
Ling	Default		df+2	Butter the Bread	15	m	SH	14	-8	+24	+24				c8d95c54-fb2f-46c0-aaf3-e9310dbf1166
Ling	Crouching		FC DF+2	Shady Lotus to Rain Dance	10	s		17	-4	+6	+6				3133c2a5-a792-48b5-b2cf-6c16c5cf1081
Ling	Crouching		FC df+2	Shady Lotus to FC (First)	10	s	RC	17	-22	-11	-11				f0f1774c-3281-4101-829b-463200a8f781
Ling	Crouching		FC df+2,1	Shady Lotus to FC (Second)	10,15	s,s	RC	17	-10	+6	+6				f0f1774c-3281-4101-829b-463200a8f781
Ling	Default		df+2,1					14	-18	KD	KD			TRUE	99d4dc2d-28df-4f54-b25c-d909354c47c6
Ling	Default		df+3	Punt Kick	17	m		14	-10	+6	+6				fb729c35-d6ed-4608-88b3-0153b22e3c53
Ling	Default		f+3	Cloud Kick	25	h		15	-15	KD	KD				7175b3c5-8156-45c5-b3e2-bbc6323aae78
Ling	Default		db+3	Guard Breaker	0	!	GB	15	+13	+13	+13				61b5a324-a54d-4ee2-bb71-60bc7917af05
Ling	Default		f,f+3	Raccoon Swing	13	m		14	-5	+6	+12				1334bfd5-e992-47a3-b2a0-23a42cea625d
Ling	Crouching		FC 3,2	Fire Dance (Second)	8,6	L,h	JG	15	0	+8	+8				ed8b8409-4554-472b-933f-698c18bf5454
Ling	Crouching		FC 3,2,1	Fire Dance (Third)	8,6,6	L,h,h	JG	15	0	+5	+5				ed8b8409-4554-472b-933f-698c18bf5454
Ling	Crouching		FC 3,2,1,4	Fire Dance (Fourth)	8,6,6,12	L,h,h,m	JG	15	-18	KD	KD				ed8b8409-4554-472b-933f-698c18bf5454
Ling	Default		3+4	Spinner Dodge	-	-						d+3+4			db3a5461-dedc-443c-8744-35db6dcb45e0
Ling	Default		f+3+4	Dive Roll	-	-							Depending on your opponents position before the move Ling can end up in RDS.		4a908fdd-668c-446d-b87b-326d4714e23f
Ling	Default		f,f+3+4	Front Layout	25	M		41	-3	+13	+13		Depending on your opponents position before the move Ling can end up in RDS.		64dfa1c4-2f49-4862-96cb-404d98bfa445
Ling	Default		f,f+4	Step Kick	25	m	MSc	24	+1	KD	+13				02aad3de-7fa6-4ec9-a0a5-1aeca644f888
Ling	Default		db+4	Nut Cracker	10	L	KS SLDc	18	-12	+7	KD				9cbff602-5433-448d-bab9-07a2e0f10ece
Ling	Default		df+4	Toe Kick	11	m		12	-4	+7	+7				4ab7f2b9-10bb-4367-a792-b3cc5aaf01ba
Ling	Crouching		WS+4	Sky Scraper Kick	14	m		11	-11	KD	KD				19fedd64-c421-4a37-b48e-a8be3ab65676
Ling	Default		uf+4	Cyanide	25	m	JGc	25	-5	+6	KD				e0837b81-25a7-445c-ab15-cb03b452efb0
Ling	Crouching		FC df+4	Flower Garden (First)	6	L	RC	16	-7	+4	+4				2ff12d2e-c149-4d6b-8463-b15195d8d088
Ling	Crouching		FC df+4,4	Flower Garden (Second)	6,16	L,L	RC	16	-6	+6	+6				2ff12d2e-c149-4d6b-8463-b15195d8d088
Ling	Default		SS+4 [~B]					14	-10	0	0	b+4 [~B]		TRUE	d2c67106-91db-41d9-8a92-a7712837f961
Ling	Default		b+1+2	Hypnotist Walk	-	-									ab23e069-ae7f-4f16-868f-0a9230a01bdb
Ling	Default		b+1+2,2	Hypnotist Walk > Spin Sticker	-,25	-,m		42	(+1_+5_+24)	KD	KD		Damage increases to 30 then 35 as you Hypnotist Walk longer. Clean Hit damage will be 37,45 or 52.		f72ae684-2655-462f-af45-9ddb725a2f56
Ling	Default		b+1+2,5	Hypnotist Walk	-	-								TRUE	b20d363f-384c-4a65-bd56-3b84025e1784
Ling	Crouching		FC db+3+4	Crouching Rain Dance Starter	-	-									697e3a85-73b6-41e7-a103-d5bc5e6387a2
Ling	Default		d+1+2	Phoenix Stance Starter	-	-									a963625c-2bbf-4d8c-92b8-8196ac8a6282
Ling	Default		b+3+4	Rain Dance Starter	-	-									34e2377f-f53e-47cd-90ff-4ddf39b9abca
Ling	Default		u,ub	Evasive Backflip	-	-									885fa41a-1065-4873-8999-d9df682a63c8
Ling	Default		1+4	High Parry	-	-									5d00bea0-1a4a-4ab3-a7a0-994b83ed1ebc
Ling	Default		d+1+4	Low Parry	-	-						db+1+4			e3746e1d-5c61-43b9-85d4-8631e1745bb0
Ling	Default		1+3+4	False Salute Taunt	0	!									554ab2fa-7b34-4fb5-b44e-1ea631fdcdf5
Ling	Default		2+3+4	Greetings Taunt	-	-		25	+17	+17	+17				6895e18d-d678-4aa0-9edc-d0917e4ed341
Ling	Rain Dance		d+1+2												82f6edc7-896c-48aa-a6da-be8613a31a55
Ling	Rain Dance		2												0b495256-ea38-4129-b8bb-e5cd17d8236b
Ling	Rain Dance		2,1					12	0	+5	+5				bf090116-af5f-4601-a4ce-5751a3b06057
Ling	Rain Dance		2,1,4					12	-15	KD	KD				bf090116-af5f-4601-a4ce-5751a3b06057
Ling	Rain Dance		f,f+3					16	-5	KD	KD				2a63616e-1c04-498b-af43-adf52b2b6bfc
Ling	Rain Dance		d+3					17	-12	+7	KD				e50ca6d3-9ee0-4770-b0f7-1452fa88187d
Ling	Rain Dance		D+3					17	-13	+6	KD				1c47f6af-4da4-45f5-aaa9-24be052a72d2
Ling	Rain Dance		f,f+3+4					42	-2	+4	+4				8fd6d2bb-0c0c-4744-bf98-5d3616cf2b93
Ling	Rain Dance		3+4									d+3+4			51e8c128-e890-47b1-b8db-dfd4dcd2feec
Ling	Rain Dance		u+3+4												1acaa6ca-175c-4803-a4a5-417165e7e1ad
Ling	Rain Dance		f+3+4												65a30179-cd6f-499a-84fc-5bfedb78035b
Ling	Rain Dance		f+3+4~3+4					23	-11	KD	KD				98a9b4b3-6c9d-487e-b744-ed3f90a13d80
Ling	Rain Dance		d+4												b3b1c3ab-b92e-4b08-9802-45a0a4b2954b
Ling	Rain Dance		4					14	-16	KD	KD				7e76ac95-3e16-4dc5-a622-30a4460d721f
Ling	Rain Dance		1+3+4												86fdde1e-35e2-47e4-af0d-6b8e64d16d22
Ling	Rain Dance		2+3+4												e1f3790a-f334-4345-b6f7-1668e559a78d
Ling	Art Of Phoenix		d												218858bc-696c-47a7-8b75-db6ef79d63ad
Ling	Art Of Phoenix		1					14	-5	+6	+6				6ae83bfa-dda5-43d3-ac92-4a6c22e1f7b1
Ling	Art Of Phoenix		2					12	-14	-3	-3				82d74f5a-323a-469e-8d74-d86b0cfb822b
Ling	Art Of Phoenix		~1+2					21	-13	KD	KD				df22b9a6-959b-4710-9ad6-3bbc932f2cf8
Ling	Art Of Phoenix		d+1+2					26	-4	KD	KD				e13f6e08-7770-41ad-b168-57f475ce9eda
Ling	Art Of Phoenix		1+2					23	-11	KD	KD				1c624b85-fd8d-4647-83f2-dd97babc711a
Ling	Art Of Phoenix		f+1+2												22f5fecb-c00a-469e-b5fa-1a44f9786e9d
Ling	Art Of Phoenix		3					21	-14	-3	-3				30dd4c06-5db1-49cb-9e52-091cb4094619
Ling	Art Of Phoenix		ub+3									u+3; uf+3			187743b8-30bd-4b7f-9744-52fcb6ddaeed
Ling	Art Of Phoenix		ub+3,3					14	-11	0	0				4dec6740-8d83-46b5-ace0-d12508f9d9bd
Ling	Art Of Phoenix		ub+3,4					14	-15	0	0				e064e59f-5954-4b0d-ac7a-d3cb982a06bc
Ling	Art Of Phoenix		ub,3					41	-18	KD	KD	u,3; uf,3			7985cad7-37e3-4514-b979-55fc62f22326
Ling	Art Of Phoenix		UB+3					26	-21	+7	+7	U+3; UF+3			dc7d21f3-3899-419e-a4f7-877f0be368a4
Ling	Art Of Phoenix		f+3+4												3736f584-34b0-43d7-bbe3-114b177a3b60
Ling	Art Of Phoenix		4 [~B]					20	-13	KD	KD				4f803688-4ffc-43a9-b37f-3c178d5a21b3
Ling	Art Of Phoenix		4~3 [u_d]					22		KD	KD				25bb97c7-8444-411c-9790-28532850af30
Ling	Art Of Phoenix		f+4												b74f74fb-d681-474e-93be-0cb8cec6f1a5
Ling	Art Of Phoenix		f+4,4					18	-5	+6	+6				ec98ba33-91e3-47c3-8d1a-9d04094a8a1f
Ling	Art Of Phoenix		ub,4					40	-8	+6	+6	u,4; uf,4			d9b87f82-6c5f-4580-a989-3ccbf463e090
Ling	Art Of Phoenix		UB+4					23	-8	KD	KD	U+4; UF+4			f657ff67-7b6b-4bb7-8865-d562d7dacd1a
Ling	Art Of Phoenix		u+4					16	-10	-1	-1				d6c8ac11-98fd-495d-86f2-653e8a577358
Ling	Art Of Phoenix		u+4,4					16	-11	-3	-3				d6c8ac11-98fd-495d-86f2-653e8a577358
Ling	Art Of Phoenix		U+4					16	-20	-11	-11				9ae0f7b8-026d-4b28-9ee1-8c63880a1187
Ling	Default		b+1+2<1+2	Phoenix Strike	40	[,!,]		81		KD	KD		Damage increases to 50 then 80 as you Hypnotist Walk longer.		3ef82806-ad82-4a7a-b9e2-cb869f5321e8
Ling	Default		b+1+2<1+2,b,b	Phoenix Strike > Cancel	40,-	[,!,],-		81							9194a186-21fb-42ba-9af8-6c21e9f6240b
Ling	Default	throw	1+3	Jade	10,20	Front	1	12							1cac442c-8ba1-4890-ac76-1c3264883ba2
Ling	Default	throw	2+4	Ruby	30	Front	2	12							09783a79-5ff0-42c9-8365-ee015f6653e2
Ling	Default	throw	qcb+2	Dislocator	35	Front	2	11							41c27761-f0d9-4b4e-a6e2-247ad7ecb2c7
Ling	Default	throw	f+2~1	Human Hurdle	4	Front	1+2	12					RDS; Opponent can tap f,f to cancel the stagger after the throw and fall to the ground.		c2724d5e-8668-40d7-8954-318c18889e5f
Ling	Default	throw	RDS f,f+3+4	Neck Squeeze Slap	17,30	A,n,y	None	42					Requires about a third screen distance.		8b0f1a15-f605-49c7-b627-c54eaa2fcabc
Ling	Default	throw	RDS f,f+(1+3_2+4)	Hop 'n Throw	Varies	A,n,y	1_2	31					Which throw is done depends on the position. Use the proper escape command depending on the throw.		535e5eea-d199-46d7-9c67-87f0059cb02c
Ling	Default	throw	AOP (1+3_2+4) [~D]	Cradle Throw [Cancel]	Varies	Front	1_2						Which throw is done depends on the position. Use the proper escape command depending on the throw.		e008f19d-31b9-4291-9690-9fdfe77e4ca2
Ling	Default	throw	(1+3_2+4)	Arm Flip	45	Left	1								0587ba7a-17c6-410a-acbf-cb79844ab199
Ling	Default	throw	(1+3_2+4)	Dump the Bucket	38	Right	2								34d4dc13-24a5-41d3-916f-005fe83ab8d5
Ling	Default	throw	(1+3_2+4)	Crank Up	50	Back	None								36017989-69bd-4cf3-bade-4a79fe998a5c
Ling	Default	10string	u+4,1,2,1+2,1,3,4,4,4,1		20,4,7,12,10,15,6,10,14,20	m"hh"mmM"L"Lmm							10 hits		81936996-7f37-43b1-abce-a4ef243fdc14
Ling	Default	10string	u+4,1,2,4,4,2,1+2,1,4,2		20,4,7,6,10,12,12,10,16,21	m"hh"LL"mm"llmm							10 hits		93d45589-4b3b-4dc9-a670-6b12e18e251f
